"","id","name","type","lon","lat"
"61","node/2630820360","ЮниКредит Банк","atm",-73.975582,40.750784
"62","node/2630824473","ЮниКредит Банк","atm",-73.975582,40.750784
"63","node/2630824474","ЮниКредит Банк","atm",-73.975582,40.750784
"64","node/2630828596","ЮниКредит Банк","atm",-73.975582,40.750784
"65","node/2630830872","ЮниКредит Банк","atm",-73.975582,40.750784
"66","node/2630856777","ЮниКредит Банк","atm",-73.975582,40.750784
"67","node/2630891542","ЮниКредит Банк","atm",-73.975582,40.750784
"68","node/2753901867","ЮниКредит Банк","atm",-73.975582,40.750784
"69","node/2753901873","ЮниКредит Банк","atm",-73.975582,40.750784
"70","node/2753984836","ЮниКредит Банк","atm",-73.975582,40.750784
"71","node/2753984841","ЮниКредит Банк","atm",-73.975582,40.750784
"72","node/2986619786","Уралсиб","atm",33.9,58.4
"73","node/3163681659","Сбербанк","atm",30.514585,60.572668
"74","node/3163685884","Сбербанк","atm",30.514585,60.572668
"75","node/3175490435","Балтийский банк","atm",33.1068493,68.9692898
"76","node/3175490439","Райффайзен Банк","atm",16.383772,48.20482
"77","node/3175490440","Сбербанк","atm",30.514585,60.572668
"78","node/3175490441","Сбербанк","atm",30.514585,60.572668
"79","node/3213839493","Ситибанк","atm",30.3295662,59.9367677
"80","node/3214066238","Балтийский банк","atm",33.1068493,68.9692898
"81","node/3214066240","Сбербанк","atm",30.514585,60.572668
"82","node/3246207865","Балтийский банк","atm",33.1068493,68.9692898
"83","node/3246207866","ВТБ24","atm",30.3790373,60.0443916
"84","node/3246207868","Санкт-Петербург","atm",30.3350986,59.9342802
"85","node/3320458082","ЮниКредит Банк","atm",-73.975582,40.750784
"86","node/3320458083","ЮниКредит Банк","atm",-73.975582,40.750784
"87","node/3493599137","Сбербанк","atm",30.514585,60.572668
"88","node/3524127474","ГазпромБанк","atm",8.5624654,47.3527667
"89","node/3560914192","ЮниКредит Банк","atm",-73.975582,40.750784
"90","node/3561971517","АК Барс","atm",43.4750664,56.2383997
"91","node/3561971521","Сбербанк","atm",30.514585,60.572668
"92","node/3587591447","ЮниКредит Банк","atm",-73.975582,40.750784
"93","node/3676707162","Сбербанк","atm",30.514585,60.572668
"94","node/3733742664","Промсвязьбанк","atm",20.5020479,54.713866
"95","node/3733742665","Санкт-Петербург","atm",30.3350986,59.9342802
"96","node/3733742666","Сбербанк","atm",30.514585,60.572668
"97","node/3735086126","ВТБ24","atm",30.3790373,60.0443916
"98","node/3736968721","Банк Санкт-Петербург","atm",29.7035031,60.2059428
"99","node/3784522987","Сбербанк","atm",30.514585,60.572668
"100","node/3798392660","Сбербанк","atm",30.514585,60.572668
"101","node/3868256010","Московский индустриальный банк","atm",30.3183422,59.8850856
"102","node/3927654622","Кредит Европа Банк","atm",39.8784848,57.6256477
"103","node/3927654626","Сбербанк","atm",30.514585,60.572668
"104","node/3927654627","Сбербанк","atm",30.514585,60.572668
"105","node/3927654628","Сбербанк","atm",30.514585,60.572668
"106","node/3927654629","Сбербанк","atm",30.514585,60.572668
"107","node/3946695769","Кредит Европа Банк","atm",39.8784848,57.6256477
"108","node/3946695772","ОТП Банк","atm",20.5124976,54.7202378
"109","node/3956006357","ВТБ24","atm",30.3790373,60.0443916
"110","node/3965050857","Санкт-Петербург","atm",30.3350986,59.9342802
"111","node/3994299429","Кредит Европа Банк","atm",39.8784848,57.6256477
"112","node/3994299431","Московский индустриальный банк","atm",30.3183422,59.8850856
"113","node/3994299434","РайффайзенБанк","atm",30.3364307,60.0534399
"114","node/3998751022","Сбербанк","atm",30.514585,60.572668
"115","node/4005428970","Санкт-Петербург","atm",30.3350986,59.9342802
"116","node/4013181336","Райффайзенбанк","atm",30.3364307,60.0534399
"117","node/4014164904","Сбербанк","atm",30.514585,60.572668
"118","node/4014164905","Сбербанк","atm",30.514585,60.572668
"119","node/4126632836","Банк Санкт-Петербург","atm",29.7035031,60.2059428
"120","node/4137815846","Банк Санкт-Петербург","atm",29.7035031,60.2059428
"121","node/4174956598","Сбербанк","atm",30.514585,60.572668
"122","node/4179710936","Сбербанк","atm",30.514585,60.572668
"123","node/4179710937","Сбербанк","atm",30.514585,60.572668
"124","node/4184451727","Балтийский банк","atm",33.1068493,68.9692898
"125","node/4184451742","Сбербанк","atm",30.514585,60.572668
"126","node/4184451743","Сбербанк","atm",30.514585,60.572668
"127","node/4188281151","Бинбанк","atm",37.656174,55.744753
"128","node/4318865556","Сбербанк","atm",30.514585,60.572668
"129","node/4331532898","Балтийский банк","atm",33.1068493,68.9692898
"130","node/4331532902","Росбанк","atm",150.8,59.55
"131","node/4361559961","ЮниКредит Банк","atm",-73.975582,40.750784
"132","node/4376021707","Сбербанк","atm",30.514585,60.572668
"133","node/4376021708","Раффайзенбанк","atm",37.571311,55.864856
"134","node/4387700021","Сбербанк","atm",30.514585,60.572668
"135","node/4387700024","Сбербанк","atm",30.514585,60.572668
"136","node/4387700025","ВТБ24","atm",30.3790373,60.0443916
"137","node/4414379289","газпром","atm",-0.1425805,51.5250243
"138","node/463175806","Буквоед","books",33.07197,68.962465
"139","node/487099965","Дом Книги","books",30.3257701,59.93574
"140","node/682344151","Буквоед","books",33.07197,68.962465
"141","node/924092473","ДВК(Дом военной книги)","books",37.512878,55.778802
"142","node/977892470","Дом университетской книги","books",29.8235005,59.8826769
"143","node/1085403077","Дом книги","books",30.3257701,59.93574
"144","node/1109148219","Буквоед","books",33.07197,68.962465
"145","node/1210888361","Порядок слов","books",30.343001,59.936259
"146","node/1211748738","Книжная лавка писателей","books",30.3419401,59.9336691
"147","node/1287116748","Буквоед","books",33.07197,68.962465
"148","node/1304505140","Дом книги","books",30.3257701,59.93574
"149","node/1304505162","Буквоед","books",33.07197,68.962465
"150","node/1304597928","Англия","books",-1.1743197,52.3555177
"151","node/1467655427","Техническая книга","books",30.3063956,59.9104378
"152","node/1569717000","Буквоед","books",33.07197,68.962465
"153","node/1584648429","Книжный окоп","books",30.2885003,59.9450274
"154","node/1584649998","Книжный магазин СПбГУ","books",30.29984,59.943483
"155","node/1735729236","Старая книга","books",30.279761,59.942453
"156","node/1735736445","Все свободны","books",30.321179,59.938922
"157","node/1756320356","Буквоед","books",33.07197,68.962465
"158","node/2283203540","Буквоед","books",33.07197,68.962465
"159","node/2354824651","Магазин комиксов ""Двадцать восьмой""","books",30.341167,59.915249
"160","node/2564725106","Буквоед","books",33.07197,68.962465
"161","node/2588739515","Буквоед","books",33.07197,68.962465
"162","node/2811119743","КнигиПодарки","books",30.3562325,59.9218684
"163","node/3119987122","Буквоед","books",33.07197,68.962465
"164","node/3165417101","Буквоед","books",33.07197,68.962465
"165","node/3235119725","Наука","books",-71.4002038,41.8269128
"166","node/3345681662","Книжный Салон Около Ахматовой","books",30.34783,59.93696
"167","node/3511128407","Lilkko","books",30.3407193,59.934007
"168","node/3632929554","Книги","books",33.0180328,68.8815114
"169","node/3772213338","Иностранная книга","books",37.6226553,55.761902
"170","node/3962508887","Книжный салон","books",30.3341179,59.9334695
"171","node/4158345295","Книжный магазин для детских садов и школ","books",30.3399927,59.9270619
"172","node/4199939598","Подписные издания","books",30.3476565,59.9347409
"173","node/4271097391","Порядок слов","books",30.343001,59.936259
"174","node/4272128589","Северная лира","books",30.3255916,59.9356964
"175","node/4275291289","Республика","books",37.1979387,47.2504502
"176","node/4313117489","Букинист","books",32.0545432,54.7840052
"177","node/4314866089","Книжная лавка","books",20.1833333,54.5666667
"178","node/4350172585","Книга плюс","books",30.31489,59.934952
"179","node/4397121073","Книжный дом","books",30.243945,60.003254
"180","node/4460070654","Буквоед","books",33.07197,68.962465
"181","node/4547740875","Свои Книги","books",30.2858786,59.9443069
"182","node/4690887576","Старая книга","books",30.279761,59.942453
"183","node/4837684856","Старая книга","books",30.279761,59.942453
"184","relation/3267056","20-й Каменноостровский мост","bridge",30.3013,59.9775
"185","relation/3267059","19-й Каменностровский мост","bridge",30.3013,59.9775
"186","relation/3274652","2-й Каменноостровский мост","bridge",30.3013,59.9775
"187","relation/3274653","3-й Каменноостровский мост","bridge",NA,NA
"188","relation/3274654","4-й Каменноостровский мост","bridge",NA,NA
"189","relation/3274655","5-й Каменноостровский мост","bridge",30.3013,59.9775
"190","relation/3274668","6-й Каменноостровский мост","bridge",30.3013,59.9775
"191","relation/3274669","7-й Каменноостровский мост","bridge",30.3013,59.9775
"192","relation/3274677","9-й Каменноостровский мост","bridge",NA,NA
"193","relation/3274685","11-й Каменноостровский мост","bridge",NA,NA
"194","relation/3274686","14-й Каменноостровский мост","bridge",NA,NA
"195","relation/3274694","Каменноостровский мост","bridge",30.3013,59.9775
"196","relation/3276725","Большеохтинский мост","bridge",30.4011827,59.9426538
"197","relation/3283437","Дворцовый мост","bridge",30.3083771,59.9410247
"198","relation/3284878","Благовещенский мост","bridge",30.2893395,59.9347885
"199","relation/3288037","Старо-Калинкин мост","bridge",30.2782238,59.9151652
"200","relation/3289866","2-й Зимний мост","bridge",30.319587,59.9408596
"201","relation/3289868","Эрмитажный мост","bridge",30.3181343,59.9421843
"202","relation/3289877","1-й Зимний мост","bridge",NA,NA
"203","relation/3298017","Восточный Артиллерийский мост","bridge",NA,NA
"204","relation/3298018","Западный Артиллерийский мост","bridge",NA,NA
"205","relation/3298109","Казанский мост","bridge",30.3262,59.9351
"206","relation/3299061","Синий мост","bridge",30.3095707,59.9318103
"207","relation/3300208","Певческий мост","bridge",30.3194,59.94
"208","relation/3312311","Гренадерский мост","bridge",30.3343282,59.9679218
"209","relation/3319947","Горсткин мост","bridge",30.3239,59.924
"210","relation/3319965","Каменный мост","bridge",30.8229435,47.9634755
"211","relation/3782049","Аптекарский мост","bridge",30.3316091,59.9674238
"212","relation/3792026","Петропавловский мост","bridge",30.314163,59.967938
"213","relation/3808074","Прачечный мост","bridge",30.3364,59.9478
"214","relation/3808095","Верхний Лебяжий мост","bridge",NA,NA
"215","relation/3810328","Силин мост","bridge",30.3076466,59.9698081
"216","relation/3819076","Геслеровский мост","bridge",30.304326,59.9694651
"217","relation/3819105","Карповский мост","bridge",43.9459942,56.2510191
"218","relation/3835966","Молодёжный мост","bridge",-76.9649361,38.8898308
"219","relation/3980925","Шлиссельбургский мост","bridge",NA,NA
"220","relation/4074054","Биржевой мост","bridge",30.3033486,59.9463719
"221","relation/4074067","Тучков мост","bridge",30.2876426,59.9464581
"222","relation/4283689","Монастырский мост","bridge",30.3875,59.920556
"223","relation/4283690","мост Обуховской Обороны","bridge",30.4912341,59.8536445
"224","relation/5011811","Ушаковский мост","bridge",30.3002,59.9824
"225","relation/5477979","Большой Крестовский мост","bridge",30.2804,59.967
"226","relation/5478186","Лазаревский мост","bridge",30.2737539,59.9650894
"227","relation/5481148","Большой Петровский мост","bridge",30.2549401,59.9649768
"228","relation/5489278","Египетский мост","bridge",30.2972,59.9169
"229","relation/5489299","Мало-Калинкин мост","bridge",30.2811,59.9168
"230","relation/5517943","1-й Инженерный мост","bridge",30.3377,59.9418
"231","relation/5517944","Пантелеймоновский мост","bridge",30.3383,59.9421
"232","relation/5518584","1-й Садовый мост","bridge",30.3353,59.9411
"233","relation/5518585","Нижний Лебяжий мост","bridge",NA,NA
"234","relation/5519281","2-й Садовый мост","bridge",30.3301,59.9415
"235","relation/5528221","Театральный мост","bridge",30.3288,59.9416
"236","relation/5528222","Мало-Конюшенный мост","bridge",30.3289,59.9418
"237","relation/5528223","Ново-Конюшенный мост","bridge",30.3284,59.9407
"238","relation/5532650","Большой Конюшенный мост","bridge",30.323,59.9421
"239","relation/5536932","Зелёный мост","bridge",30.3196,59.9362
"240","relation/5537127","Итальянский мост","bridge",30.3271609,59.9373215
"241","relation/5537267","Аничков мост","bridge",30.3433832,59.9332424
"242","relation/5551594","Демидов мост","bridge",30.3156762,59.9279099
"243","relation/5552481","Красный мост","bridge",30.3152,59.933
"244","relation/5552508","Матвеев мост","bridge",30.2937572,59.9276942
"245","relation/5552727","Краснофлотский мост","bridge",30.294,59.928
"246","relation/5552728","Поцелуев мост","bridge",38.957841,45.0253232
"247","relation/5553034","Почтамтский мост","bridge",30.3008019,59.9305007
"248","relation/5553262","Фонарный мост","bridge",30.3038,59.9307
"249","relation/5553388","2-й мост Круштейна","bridge",NA,NA
"250","relation/5553389","1-й мост Круштейна","bridge",NA,NA
"251","relation/5553418","Храповицкий мост","bridge",30.2852,59.929
"252","relation/5555211","Кронверкский мост","bridge",30.3091,59.9497
"253","relation/5555259","Иоанновский мост","bridge",30.3225528,59.9524286
"254","relation/5561528","мост Декабристов","bridge",60.6132,56.8235
"255","relation/5574153","Матисов мост","bridge",30.2790237,59.927032
"256","relation/5574842","Уральский мост","bridge",30.265812,59.9507002
"257","relation/5574843","Смоленский мост","bridge",32.041744,54.7721589
"258","relation/5574920","Наличный мост","bridge",NA,NA
"259","relation/5574927","мост Кораблестроителей","bridge",30.2164069,59.9497968
"260","relation/5576714","Шкиперский мост","bridge",30.2263654,59.9306928
"261","relation/5586238","мост Ломоносова","bridge",30.3356,59.9285
"262","relation/5589456","мост Белинского","bridge",30.3433824,59.9380457
"263","relation/5595205","Лештуков мост","bridge",30.3318927,59.926821
"264","relation/5599488","Семёновский мост","bridge",30.3272723,59.9249552
"265","relation/5609523","Головинский мост","bridge",30.3170652,59.9809814
"266","relation/5610475","Ланской мост","bridge",30.3005481,59.9902448
"267","relation/5612073","Карельский мост","bridge",31.4102957,61.7531469
"268","relation/5612839","Обуховский мост","bridge",30.3177,59.9217
"269","relation/5614682","Измайловский мост","bridge",30.3081091,59.9187678
"270","relation/5623958","Предтеченский мост","bridge",NA,NA
"271","relation/5623980","Каретный мост","bridge",30.3600917,59.9143151
"272","relation/5626119","Ново-Кирпичный мост","bridge",NA,NA
"273","relation/5633674","Адмиралтейский мост","bridge",30.3292548,59.9163773
"274","relation/5635584","Банный мост","bridge",30.2811058,59.9231579
"275","relation/5636139","Кокушкин мост","bridge",30.3136,59.9258
"276","relation/5694725","мост Шаумяна","bridge",44.4974372,40.15923
"277","relation/5695081","мост Энергетиков","bridge",40.1776014,44.5325058
"278","relation/5717204","Торговый мост","bridge",49.6626156,58.6181316
"279","relation/5717616","Кашин мост","bridge",37.6123431,57.3518762
"280","relation/5717877","Пикалов мост","bridge",30.298421,59.9208994
"281","relation/5717883","Старо-Никольский мост","bridge",NA,NA
"282","relation/5718472","Красногвардейский мост","bridge",30.2991,59.9211
"283","relation/5720493","Ново-Никольский мост","bridge",30.3029,59.922
"284","relation/5722641","Аларчин мост","bridge",30.2863535,59.9207905
"285","relation/5726159","Могилёвский мост","bridge",30.2932,59.9217
"286","relation/5727580","Смежный мост","bridge",NA,NA
"287","relation/5727608","Красноармейский мост","bridge",30.3017,59.918
"288","relation/5727628","Английский мост","bridge",30.2911946,59.915688
"289","relation/5729069","Коломенский мост","bridge",30.2846,59.9196
"290","relation/5730616","Харламов мост","bridge",30.303,59.9244
"291","relation/5730652","Львиный мост","bridge",30.3013,59.9269
"292","relation/5733414","Подьяческий мост","bridge",30.3056,59.9268
"293","relation/5735441","Вознесенский мост","bridge",30.3081,59.9265
"294","relation/5735504","Сенной мост","bridge",30.3151,59.9265
"295","relation/5737588","Мучной мост","bridge",30.321,59.9311
"296","relation/5737615","Банковский мост","bridge",30.3249488,59.9322124
"297","relation/5758392","Гутуевский мост","bridge",30.236944,59.9025
"298","relation/5759977","мост Степана Разина","bridge",35.7638536,52.6857461
"299","relation/5763989","Варшавский мост","bridge",23.6593361,52.0739512
"300","relation/6028351","Митрофаньевский мост","bridge",NA,NA
"301","relation/6028352","Балтийский мост","bridge",30.28987,59.924931
"302","relation/6031325","Можайский мост","bridge",37.405508,55.72479
"303","relation/6033856","Масляный мост","bridge",30.3247755,59.9100856
"304","relation/6033857","Газовый мост","bridge",NA,NA
"305","relation/6055182","Ипподромный мост","bridge",NA,NA
"306","relation/6165244","Боровой мост","bridge",43.8454745,57.1329295
"307","relation/6309699","Ново-Калинкин мост","bridge",30.2782238,59.9151652
"308","relation/6313704","Борисов мост","bridge",28.5013676,54.2368795
"309","relation/6323715","Таракановский мост","bridge",30.2878187,59.9090485
"310","relation/6332126","Краснооктябрьский мост","bridge",75.8130991,42.5959751
"311","relation/6793935","Троицкий мост","bridge",30.3199926,59.9385828
"312","relation/7160461","Ново-Московский мост","bridge",30.318352,59.908696
"313","way/117802273","мост Александра Невского","bridge",30.3952472,59.9256308
"314","way/117802281","Сампсониевский мост","bridge",30.3375326,59.9579914
"315","way/155557852","Чернореченский мост","bridge",30.3027505,59.9862644
"316","way/242434655","Финляндский железнодорожный мост","bridge",30.4093943,59.9154289
"317","way/275997219","Объездной мост","bridge",39.3470159,48.068465
"318","way/301913985","Шафировский путепровод","bridge",NA,NA
"319","way/305095448","Кантемировский мост","bridge",30.3218894,59.9786615
"320","way/305097474","Литейный мост","bridge",30.3494836,59.9519123
"321","way/305509688","Ждановский мост","bridge",30.2769,59.9583
"322","way/305509759","мост Красного Курсанта","bridge",NA,NA
"323","way/305509975","4-й Ждановский мост","bridge",30.2769,59.9583
"324","way/305511980","Мало-Петровский мост","bridge",30.2716384,59.9609544
"325","way/313195202","Молвинский мост","bridge",NA,NA
"326","way/313792990","Бумажный мост","bridge",30.2639249,59.9045165
"327","way/317510030","Рузовский мост","bridge",30.3292548,59.9163773
"328","way/317851870","Грааповский мост","bridge",NA,NA
"329","way/317988563","Казачий мост","bridge",30.3824428,59.9167472
"330","way/317988911","2-й Лаврский мост","bridge",NA,NA
"331","way/351258243","Барочный мост","bridge",30.2887595,59.9686689
"332","way/368503777","2-й Елагин мост","bridge",30.258,59.9756
"333","way/368506891","3-й Елагин мост","bridge",30.2542,59.9826
"334","way/369108197","Мало-Крестовский мост","bridge",NA,NA
"335","way/369563617","1-й Елагин мост","bridge",30.2718,59.9774
"336","way/371333709","Атаманский мост","bridge",NA,NA
"337","way/377600199","Долгоруков мост","bridge",NA,NA
"338","way/377665076","2-й Парковый мост","bridge",NA,NA
"339","way/379706825","Малоохтинский мост","bridge",30.4011827,59.9426538
"340","way/379793101","Комаровский мост","bridge",30.410751,59.9426658
"341","way/385890383","Бердов мост","bridge",-76.243945,40.1021616
"342","way/386219560","Ново-Андреевский мост","bridge",37.5776334,55.7136747
"343","way/386533487","Екатерингофский мост","bridge",30.2619339,59.9127387
"344","way/387166319","Сутугин мост","bridge",30.269121,59.9024324
"345","way/390905574","1-й Лаврский мост","bridge",NA,NA
"346","way/391285895","Ново-Каменный мост","bridge",-0.5629021,44.8384162
"347","way/418476076","Старообрядческий мост","bridge",30.363539,59.905024
"348","relation/1258391","Петро Палас","hotel",30.311295,59.93486
"349","relation/1531887","Кортъярд Марриотт","hotel",30.279765,59.948858
"350","relation/1572096","Штиль 11-46","hotel",30.2710075,59.943522
"351","relation/1598177","Октябрьская","hotel",39.8062015,46.2813143
"352","relation/1913415","Courtyard Marriott Pushkin Hotel","hotel",30.285481,59.918615
"353","relation/2327132","Ambassador","hotel",-87.9418074,43.0390627
"354","relation/2536515","Гайот","hotel",30.313599,59.971853
"355","relation/2557157","Отель Парк Крестовский","hotel",30.230811,59.974077
"356","relation/3077276","Four Seasons Hotel Lion Palace","hotel",30.3073733,59.9352319
"357","relation/3107676","Астория","hotel",-123.8312534,46.1878841
"358","relation/3132624","Москва","hotel",37.6172999,55.755826
"359","relation/3216007","Охтинская","hotel",30.4086723,59.9489437
"360","relation/3288249","Отель ""Санкт-Петербург""","hotel",NA,NA
"361","relation/3296503","1001 ночь","hotel",-73.9556927,40.5830469
"362","relation/4166299","Sokos Hotel (Palace bridge)","hotel",30.2939323,59.9449047
"363","relation/4501022","Avenue-Apart","hotel",30.3144142,59.9778887
"364","relation/5374656","Домина Престиж","hotel",30.304237,59.930975
"365","way/22940311","Наука","hotel",-71.4002038,41.8269128
"366","way/22983277","ЛДМ-Отель","hotel",30.2865547,59.9711806
"367","way/22985406","Мармара","hotel",27.6175084,40.6227441
"368","way/23156513","Спутник","hotel",44.7271429,43.0365616
"369","way/23243627","Пекинский сад","hotel",30.414795,59.923961
"370","way/23243652","Наутилус Инн","hotel",30.417699,59.922172
"371","way/23247957","Карелия","hotel",32.9905552,63.1558702
"372","way/24544281","Выборгская","hotel",30.347499,59.971054
"373","way/28692267","Андерсен Отель","hotel",30.307626,59.973304
"374","way/28713380","Империя парк","hotel",30.354812,59.961498
"375","way/29054561","Lancaster Court","hotel",-118.1379041,34.6471131
"376","way/49861780","Англетер","hotel",30.3087181,59.9336901
"377","way/50730740","Mary Hotel","hotel",30.309145,59.957962
"378","way/51450714","Камея","hotel",-98.8081188,33.8578744
"379","way/55967385","Адмиралтейская","hotel",30.3149079,59.9358717
"380","way/61588514","Петервилль","hotel",30.3526407,59.9230197
"381","way/61909172","Эрмитаж","hotel",30.3145597,59.9398317
"382","way/69741391","Ренессанс Балтик","hotel",30.304509,59.932678
"383","way/72115089","Alexander House","hotel",-77.0326697,38.996342
"384","way/83385273","отель ""Введенский""","hotel",30.3032647,59.9597262
"385","way/91957866","Статский Советникъ","hotel",30.3318809,59.9222736
"386","way/95108386","Jazz Club Hotel","hotel",30.3390469,59.9231671
"387","way/99677525","Счастливый Пушкин","hotel",30.287821,59.932403
"388","way/101290356","Эмеральд Гранд Отель","hotel",30.3711158,59.9356336
"389","way/112574443","Апайда","hotel",30.261742,59.9426757
"390","way/115017892","Регина","hotel",-104.6188943,50.4452112
"391","way/116527201","Red Stars","hotel",NA,NA
"392","way/156154273","Аглая Кортъярд","hotel",30.351665,59.922583
"393","way/171470570","Орбита","hotel",91.5027264,53.6868465
"394","way/181614412","Балтия","hotel",37.0860825,55.7797461
"395","way/193403424","Амстердам","hotel",4.8951679,52.3702157
"396","way/427989621","Меркурий","hotel",31.0217112,59.9590267
"397","node/60070837","Indigo","hotel",-77.0022302,38.9022603
"398","node/252622395","Полюстрово","hotel",30.387139,59.974752
"399","node/258121945","Le Vashoff Hotel","hotel",30.287289,59.966718
"400","node/258371163","Radisson SAS Royal","hotel",12.5638179,55.6749137
"401","node/258371903","Невский Палас","hotel",30.3507513,59.9320372
"402","node/331861226","Старый город","hotel",18.6104998,53.0121152
"403","node/343488241","S Novotel San Petesburgo","hotel",30.3558457,59.9335481
"404","node/487101584","Гранд Отель Европа","hotel",30.330477,59.93549
"405","node/525400567","Central-Inn","hotel",-118.2563163,34.0093983
"406","node/622968314","Пушка ИНН","hotel",30.320667,59.940949
"407","node/635721919","Стоуни Айленд","hotel",30.3283262,59.9317638
"408","node/652406793","Астери","hotel",76.7956825,17.9851935
"409","node/762198012","ТОАЗ","hotel",49.4646183,53.4746693
"410","node/762199660","Манифест","hotel",15.2886874,-4.3793209
"411","node/773932428","На Садовой","hotel",30.3095495,59.9235677
"412","node/803916867","Астерия","hotel",30.328776,59.926385
"413","node/805518968","MDK","hotel",79.82127,7.9080663
"414","node/806509589","Талион Империал отель","hotel",30.3186877,59.9359145
"415","node/808071484","Стоуни Айлэнд","hotel",30.3283262,59.9317638
"416","node/819235263","Dolce Vita","hotel",-95.3874611,29.744694
"417","node/824522445","Rinaldi","hotel",-76.9194785,38.9645181
"418","node/900755093","Vera","hotel",NA,NA
"419","node/906792296","На Мучном","hotel",30.324842,59.930009
"420","node/906792307","Общежитие гостиничного типа при РГПУ Герцена","hotel",30.3227306,59.9330046
"421","node/910855180","Hotel Park Lion Bridge","hotel",30.3002936,59.9267379
"422","node/932107939","Cronwell Inn Стремянная","hotel",30.3530131,59.9309151
"423","node/932107941","Гельвеция","hotel",30.35392,59.929586
"424","node/940623429","Русь","hotel",19.9708637,53.8355972
"425","node/951472041","Васильевскiй островъ","hotel",30.2517737,59.9428789
"426","node/963944169","Sokos Hotel Васильевский","hotel",30.2824898,59.9374581
"427","node/968499251","Art-Hotel Trezzini","hotel",30.283608,59.940084
"428","node/977470271","Новые комнаты","hotel",30.3684343,59.9293615
